Location,Property subtype,Price,Number of bedrooms,Living area,Open fireplace,Terrace,Garden,Surface area land,Number of facades,Pool,Condition
Yvoir Godinne,HOUSE,175000.0,2.0,85.0,0,1,1,473.0,3,0,0
Borgerhout,HOUSE,279000.0,4.0,195.0,0,0,0,65.0,2,0,0
Tielt-Winge,HOUSE,399000.0,4.0,220.0,1,1,1,1570.0,4,0,1
Malmedy,HOUSE,105000.0,3.0,123.0,0,0,0,41.0,3,0,1
Hamme,HOUSE,249000.0,2.0,101.0,0,0,1,101.0,2,0,0
Franière,HOUSE,420000.0,3.0,195.0,0,0,1,1432.0,4,0,0
Edegem,HOUSE,398000.0,3.0,176.0,0,0,0,198.0,2,0,1
Oostende,MIXED_USE_BUILDING,350000.0,3.0,280.0,0,0,0,140.0,2,0,0
Essene,HOUSE,950000.0,4.0,390.0,1,0,0,6203.0,4,0,1
Merksem,HOUSE,325000.0,4.0,196.0,0,0,0,122.0,3,0,0
Merelbeke,HOUSE,229000.0,2.0,100.0,0,0,1,270.0,3,0,1
Charleroi,HOUSE,265000.0,2.0,116.0,0,1,1,153.0,3,0,0
Antwerp,HOUSE,279000.0,2.0,90.0,0,1,0,55.0,2,0,0
Antwerp,HOUSE,165000.0,2.0,79.0,0,0,0,28.0,2,0,1
Barvaux-sur-Ourthe,HOUSE,285000.0,3.0,210.0,0,1,0,403.0,4,0,0
BEN-AHIN,HOUSE,179000.0,2.0,119.0,0,0,1,1154.0,4,0,0
OMBRET,HOUSE,229000.0,3.0,200.0,1,1,0,362.0,4,0,0
Schoten,HOUSE,312500.0,1.0,113.0,0,1,0,26.0,3,0,0
Lubbeek,HOUSE,450000.0,2.0,258.0,0,1,1,795.0,4,1,0
Ixelles,HOUSE,949000.0,6.0,330.0,1,1,1,135.0,2,0,0
Herzele,MIXED_USE_BUILDING,305000.0,5.0,245.0,0,0,0,231.0,2,0,1
Herzele,HOUSE,305000.0,5.0,245.0,0,0,0,231.0,2,0,1
HELKIJN,HOUSE,265000.0,4.0,151.0,0,0,0,2766.0,3,0,1
Welkenraedt,HOUSE,298000.0,4.0,154.0,0,1,1,327.0,2,0,0
CIPLET,HOUSE,225000.0,2.0,102.0,0,1,0,460.0,4,0,0
Bastogne,HOUSE,485000.0,6.0,380.0,0,1,1,817.0,4,0,0
BODANGE,HOUSE,485000.0,6.0,380.0,0,1,1,817.0,4,0,0
Lot,HOUSE,340000.0,3.0,193.0,0,0,0,212.0,3,0,1
Kaggevinne,HOUSE,280000.0,4.0,208.0,0,1,1,399.0,3,0,1
Wemmel,HOUSE,725000.0,5.0,252.0,0,0,1,944.0,4,0,1
Kalmthout,HOUSE,465000.0,5.0,144.0,1,0,1,1275.0,4,0,1
Mouscron,HOUSE,127000.0,4.0,117.0,1,0,1,128.0,2,0,0
Geel,HOUSE,490000.0,6.0,574.0,0,0,1,1421.0,4,0,1
Zwijndrecht,HOUSE,489000.0,4.0,195.0,0,1,1,320.0,3,0,0
Juprelle,HOUSE,450000.0,3.0,220.0,0,1,1,670.0,3,0,0
Brugge,HOUSE,325000.0,9.0,166.0,0,1,0,71.0,2,0,1
Le Roeulx,HOUSE,125000.0,2.0,100.0,0,0,0,110.0,2,0,1
Arlon,HOUSE,415000.0,3.0,221.0,0,1,1,530.0,2,0,1
Herzele,HOUSE,393000.0,4.0,359.0,0,0,0,359.0,3,0,0
Temse,HOUSE,285000.0,2.0,88.0,0,0,0,736.0,4,0,1
Oostkamp,HOUSE,465000.0,4.0,151.0,0,1,0,285.0,3,0,0
Quiévrain,HOUSE,70000.0,3.0,260.0,0,0,0,139.0,2,0,1
Manage,HOUSE,70000.0,2.0,95.0,0,0,0,46.0,2,0,1
Vise,HOUSE,150000.0,4.0,157.0,0,0,0,160.0,2,0,1
Lillois-Witterzee,HOUSE,425000.0,3.0,183.0,0,1,1,512.0,3,0,1
Braine-l'Alleud,HOUSE,425000.0,3.0,183.0,0,1,1,512.0,3,0,1
Sint-Niklaas,HOUSE,315000.0,3.0,145.0,0,0,1,131.0,2,0,0
Niel,HOUSE,275000.0,3.0,147.0,0,1,0,66.0,2,0,0
Jemeppe-sur-Sambre,HOUSE,295000.0,3.0,155.0,0,1,1,1200.0,3,0,0
Jette,MIXED_USE_BUILDING,395000.0,4.0,220.0,0,1,0,90.0,2,0,1
Jurbise,HOUSE,160000.0,2.0,88.0,0,0,1,658.0,3,0,1
Neuville (Philippeville),HOUSE,95000.0,2.0,102.0,0,0,0,725.0,4,0,1
Enghien,HOUSE,219000.0,2.0,130.0,0,0,0,1.0,2,0,0
Merelbeke,VILLA,649000.0,3.0,190.0,1,0,1,585.0,4,0,0
Lessines,HOUSE,80000.0,3.0,85.0,0,0,1,80.0,3,0,1
Saint-Léger,HOUSE,129000.0,1.0,71.0,0,1,1,92.0,2,0,1
Wijnegem,HOUSE,359000.0,5.0,260.0,0,1,1,350.0,2,0,1
Anderlecht,HOUSE,769000.0,7.0,260.0,0,1,1,740.0,3,0,1
Hautrage,HOUSE,189000.0,2.0,140.0,0,1,1,400.0,3,0,1
Colfontaine,HOUSE,240000.0,4.0,120.0,0,1,0,424.0,4,0,1
Dampremy,HOUSE,79000.0,3.0,120.0,0,1,0,86.0,3,0,1
Marcinelle,HOUSE,139000.0,2.0,92.0,0,1,0,122.0,3,0,1
Jodoigne,HOUSE,200000.0,2.0,100.0,0,0,0,172.0,2,0,0
Overijse,HOUSE,445000.0,3.0,150.0,0,1,1,868.0,3,0,0
Anvaing,HOUSE,287500.0,3.0,158.0,0,0,1,3200.0,4,0,1
Tournai,HOUSE,135000.0,3.0,192.0,0,0,0,210.0,2,0,1
CIPLET,HOUSE,300000.0,3.0,178.0,0,0,1,707.0,4,0,0
SAINT-GHISLAIN,HOUSE,199900.0,4.0,221.0,0,0,0,648.0,3,0,1
Roeselare,HOUSE,165000.0,3.0,154.0,0,1,0,94.0,2,0,1
Oreye,HOUSE,315000.0,3.0,145.0,0,1,0,574.0,4,0,0
Solre-sur-Sambre,HOUSE,105000.0,2.0,63.0,0,0,1,450.0,2,0,1
Halle,VILLA,895000.0,4.0,436.0,0,1,0,3435.0,4,0,0
MELSELE,HOUSE,395000.0,3.0,135.0,0,1,1,729.0,4,0,1
Chaudfontaine,HOUSE,129000.0,1.0,51.0,0,1,1,175.0,2,0,0
Waret-l'Évêque,VILLA,325000.0,3.0,200.0,0,1,1,958.0,4,0,0
Turnhout,HOUSE,199000.0,2.0,100.0,0,0,1,400.0,3,0,1
Turnhout,HOUSE,275000.0,2.0,174.0,0,1,1,213.0,2,0,0
Marche-en-Famenne,HOUSE,179000.0,3.0,124.0,0,0,0,47.0,2,0,0
Wenduine,HOUSE,350000.0,3.0,175.0,0,1,1,97.0,2,0,1
Ransart,HOUSE,178000.0,3.0,100.0,0,1,1,250.0,3,0,1
Chatelet,HOUSE,158000.0,3.0,126.0,0,1,1,213.0,2,0,1
Montignies-sur-Sambre,HOUSE,300000.0,3.0,200.0,0,0,0,250.0,2,0,1
Rochefort,MANSION,560000.0,4.0,350.0,0,1,0,1072.0,3,0,0
Stekene,HOUSE,425000.0,3.0,183.0,0,1,1,431.0,3,0,0
OPBRAKEL,MIXED_USE_BUILDING,425000.0,4.0,224.0,0,1,0,2156.0,2,0,0
Opwijk,HOUSE,361000.0,3.0,140.0,0,0,1,389.0,3,0,1
OPBRAKEL,HOUSE,425000.0,4.0,224.0,0,1,0,2156.0,2,0,0
Erpion,HOUSE,126000.0,2.0,82.0,0,1,0,125.0,4,1,0
Lier,HOUSE,194000.0,4.0,103.0,0,0,1,123.0,2,0,1
Borgerhout,HOUSE,259000.0,4.0,106.0,0,0,0,63.0,2,0,0
Borgerhout,MIXED_USE_BUILDING,525000.0,5.0,144.0,0,0,0,100.0,2,0,0
Roeselare,HOUSE,298000.0,3.0,426.0,1,1,1,426.0,3,0,0
Hove,HOUSE,446500.0,4.0,240.0,0,0,1,318.0,2,0,0
Jumet,HOUSE,110000.0,2.0,115.0,0,0,1,100.0,2,0,1
Linter,HOUSE,390000.0,4.0,196.0,0,1,1,350.0,3,0,0
Arlon,HOUSE,285000.0,4.0,200.0,0,1,1,600.0,4,0,1
Corroy-le-Grand,HOUSE,315000.0,2.0,110.0,1,1,1,1332.0,4,0,1
Antwerpen,HOUSE,225000.0,2.0,104.0,0,1,0,68.0,3,0,0
Hemiksem,HOUSE,598000.0,7.0,431.0,0,1,1,921.0,3,0,0
Hamoir,HOUSE,199000.0,4.0,197.0,0,0,1,458.0,4,0,0
ChÃtelet ChÃtelineau,HOUSE,149500.0,2.0,145.0,0,1,0,200.0,2,0,1
Gembloux,HOUSE,175000.0,3.0,80.0,0,1,0,450.0,2,0,1
Wuustwezel,HOUSE,425000.0,3.0,216.0,0,1,1,227.0,2,0,0
Aartrijke,MIXED_USE_BUILDING,449000.0,5.0,289.0,0,0,0,1539.0,4,0,1
Aartrijke,HOUSE,449000.0,5.0,289.0,0,0,0,1539.0,4,0,1
Blaimont,HOUSE,155000.0,2.0,63.0,0,0,1,695.0,4,0,0
Balen,HOUSE,349500.0,5.0,240.0,0,0,0,360.0,3,0,0
Berchem,HOUSE,245000.0,3.0,140.0,0,0,1,101.0,2,0,1
Westkapelle,HOUSE,695000.0,3.0,200.0,0,0,1,399.0,3,0,0
Testelt,HOUSE,465000.0,3.0,170.0,1,1,1,1039.0,4,0,0
Herzele,HOUSE,550000.0,3.0,400.0,0,1,0,949.0,4,0,1
Ronse,HOUSE,325000.0,5.0,500.0,0,0,0,612.0,2,0,1
Pipaix,HOUSE,420000.0,4.0,250.0,1,0,0,1237.0,4,0,1
Herzele,MIXED_USE_BUILDING,550000.0,0.0,400.0,0,1,0,949.0,4,0,0
Sint-Michiels,HOUSE,1445000.0,4.0,515.0,0,1,0,2626.0,4,0,0
Roeselare,HOUSE,195000.0,2.0,134.0,0,0,0,251.0,2,0,0
Peruwelz,HOUSE,191500.0,3.0,135.0,0,0,1,1020.0,4,0,1
Wommelgem,HOUSE,419500.0,3.0,171.0,0,0,0,478.0,3,0,1
Wommelgem,HOUSE,395000.0,3.0,166.0,0,0,0,269.0,2,0,1
Ranst,HOUSE,445000.0,3.0,125.0,0,0,0,557.0,4,0,0
Westkapelle,HOUSE,769500.0,3.0,242.0,0,0,1,423.0,3,0,0
Dessel,HOUSE,375000.0,3.0,250.0,1,1,1,840.0,4,0,1
JEHAY-BODEGNÉE,HOUSE,395000.0,6.0,250.0,0,1,1,1649.0,4,0,0
Huy,HOUSE,165000.0,2.0,158.0,0,1,1,430.0,3,0,1
Merksem,HOUSE,599000.0,8.0,250.0,0,0,1,333.0,2,0,0
Temse,HOUSE,259000.0,3.0,115.0,0,0,1,100.0,2,0,0
Kruibeke,HOUSE,235000.0,4.0,135.0,0,0,0,94.0,2,0,0
LEVAL-TRAHEGNIES,HOUSE,115000.0,3.0,128.0,0,1,0,205.0,2,0,1
Watermael-Boitsfort,HOUSE,490000.0,3.0,127.0,0,1,0,105.0,2,0,1
Remersdaal,HOUSE,649000.0,9.0,445.0,0,1,0,1172.0,4,0,0
Temse,HOUSE,229000.0,2.0,126.0,0,1,1,110.0,2,0,0
Houthalen-Helchteren,HOUSE,415000.0,4.0,201.0,0,1,0,500.0,3,0,0
Destelbergen,HOUSE,475000.0,3.0,165.0,0,1,1,883.0,4,0,0
Oostakker,HOUSE,430000.0,3.0,165.0,0,1,1,438.0,3,0,1
Heppen,HOUSE,569000.0,3.0,267.0,0,0,1,1481.0,4,0,0
Charleroi,MIXED_USE_BUILDING,259000.0,2.0,216.0,0,1,0,216.0,3,0,0
Sint-Genesius-Rode,HOUSE,448500.0,3.0,131.0,1,1,1,1394.0,4,0,0
Gent,VILLA,595000.0,3.0,202.0,0,1,1,1413.0,4,0,1
Enghien,VILLA,510000.0,4.0,212.0,0,1,0,1155.0,4,0,0
Marcq,VILLA,510000.0,4.0,212.0,0,1,0,1155.0,4,0,0
TAMINES,HOUSE,225000.0,4.0,127.0,0,1,1,205.0,3,0,0
Lier,HOUSE,285000.0,4.0,141.0,0,0,0,85.0,2,0,0
Brussels City,MIXED_USE_BUILDING,950000.0,4.0,295.0,0,0,0,100.0,2,0,0
Dilbeek,HOUSE,829000.0,5.0,285.0,1,1,0,2002.0,4,0,0
Itterbeek,HOUSE,829000.0,5.0,285.0,1,1,0,2002.0,4,0,0
Flémalle,HOUSE,150000.0,2.0,90.0,0,0,0,258.0,2,0,1
Dendermonde Grembergen,HOUSE,299000.0,4.0,190.0,0,1,0,285.0,3,0,0
Auderghem,HOUSE,320000.0,2.0,75.0,0,1,1,85.0,2,0,1
Boom,HOUSE,325000.0,3.0,134.0,0,0,1,171.0,3,0,0
Berchem,HOUSE,219500.0,2.0,140.0,0,0,0,45.0,3,0,1
La Louvière Strépy-Bracquegnies,VILLA,415000.0,3.0,150.0,0,1,1,576.0,4,0,0
Thuin,HOUSE,269000.0,2.0,176.0,0,1,1,290.0,2,0,0
Soumagne,HOUSE,432500.0,4.0,190.0,0,0,1,2804.0,4,0,1
Poulseur,HOUSE,125000.0,2.0,97.0,0,0,0,76.0,3,0,0
Wommelgem,HOUSE,389000.0,3.0,162.0,0,0,0,262.0,2,0,1
Gent,HOUSE,765000.0,4.0,203.0,0,1,1,70.0,2,0,0
Lessines,MANSION,325000.0,7.0,266.0,0,1,1,266.0,2,0,1
Braine-l'Alleud,MIXED_USE_BUILDING,460000.0,9.0,400.0,0,1,1,448.0,2,0,1
Wommelgem,HOUSE,395000.0,3.0,164.0,0,0,0,266.0,2,0,1
St-Aubin,HOUSE,167500.0,3.0,145.0,0,1,1,417.0,4,0,1
Thuin,HOUSE,235000.0,3.0,170.0,0,1,1,477.0,3,0,1
Thuin,HOUSE,335000.0,3.0,170.0,0,1,1,477.0,3,0,1
Kruibeke,HOUSE,399000.0,3.0,347.0,0,0,1,359.0,3,0,0
Farciennes,HOUSE,109000.0,3.0,110.0,0,0,0,390.0,3,0,1
Genappe,HOUSE,325000.0,3.0,126.0,0,0,1,475.0,3,0,0
Wommelgem,HOUSE,395000.0,3.0,167.0,0,0,0,262.0,2,0,1
Loppem,HOUSE,131000.0,3.0,127.0,0,0,0,1404.0,4,0,1
Vedrin,HOUSE,265000.0,2.0,120.0,0,1,0,1762.0,3,0,0
Pont-de-Loup,VILLA,550000.0,4.0,255.0,0,1,1,1058.0,4,0,1
Wommelgem,HOUSE,425000.0,3.0,175.0,0,0,0,384.0,3,0,1
LONGEAU,HOUSE,825000.0,4.0,340.0,1,0,1,1040.0,3,0,0
Seilles,HOUSE,185000.0,2.0,101.0,0,0,0,800.0,2,0,0
Lasne,HOUSE,395000.0,5.0,200.0,0,1,0,377.0,3,0,0
SAINT-DENIS,HOUSE,430000.0,3.0,277.0,0,1,1,1461.0,4,0,0
Willebroek,HOUSE,349000.0,5.0,225.0,0,1,1,248.0,2,0,0
Jauche,HOUSE,320000.0,5.0,250.0,0,1,0,1804.0,4,0,1
Esneux,HOUSE,299000.0,1.0,185.0,0,1,1,3700.0,4,0,1
Jupille-sur-Meuse,HOUSE,220000.0,3.0,160.0,0,1,1,467.0,3,0,1
Argenteau,HOUSE,329000.0,3.0,149.0,0,1,0,743.0,4,0,1
Jupille-sur-Meuse,HOUSE,290000.0,3.0,166.0,0,1,1,333.0,3,0,0
Oudsbergen,VILLA,344000.0,6.0,340.0,0,1,1,1810.0,4,0,0
Antwerpen,MANSION,1050000.0,6.0,300.0,0,1,1,240.0,2,0,0
Mettet,VILLA,294000.0,2.0,202.0,0,0,0,1822.0,4,0,0
LAUWE,HOUSE,235000.0,3.0,140.0,0,1,1,172.0,2,0,0
Heist-op-den-Berg (Booischot),HOUSE,280000.0,5.0,278.0,0,0,0,424.0,2,0,1
Brasschaat,VILLA,1295000.0,6.0,388.0,0,1,0,1333.0,4,0,0
Brasschaat,VILLA,865000.0,5.0,236.0,0,1,0,440.0,4,0,0
Landen,VILLA,485000.0,5.0,271.0,0,1,0,2427.0,4,0,0
Nijlen,HOUSE,277000.0,3.0,135.0,0,1,1,400.0,2,0,1
Sambreville,MANSION,259000.0,4.0,200.0,0,1,0,910.0,4,0,1
Vivegnis,HOUSE,220000.0,2.0,117.0,0,1,1,252.0,3,0,0
Hornu,HOUSE,165000.0,3.0,90.0,0,1,1,256.0,2,0,0
Brasschaat,HOUSE,309000.0,3.0,126.0,0,1,0,315.0,2,0,1
MOLLEM,HOUSE,395000.0,3.0,206.0,1,1,1,1400.0,4,0,1
Hoeilaart,VILLA,950000.0,4.0,290.0,0,1,1,1663.0,4,0,0
Loverval,VILLA,259000.0,3.0,150.0,1,0,1,403.0,4,0,1
Antwerpen,HOUSE,379000.0,3.0,112.0,0,1,1,126.0,2,0,0
Bornem,HOUSE,249000.0,2.0,98.0,0,1,1,235.0,3,0,0
Malmedy,HOUSE,219000.0,3.0,135.0,0,1,1,155.0,2,0,0
Sambreville,VILLA,350000.0,5.0,154.0,0,1,1,864.0,4,0,0
Sint-Kruis,HOUSE,899000.0,9.0,482.0,0,0,0,715.0,4,0,1
Ronse,HOUSE,279000.0,3.0,128.0,0,1,1,826.0,4,0,0
Schilde,HOUSE,199000.0,1.0,55.0,1,1,1,1049.0,4,0,0
Arlon,HOUSE,279000.0,4.0,328.0,0,0,1,367.0,3,0,1
Eeklo,HOUSE,165000.0,4.0,136.0,0,0,1,185.0,2,0,1
St-Amandsberg,HOUSE,279000.0,4.0,140.0,0,0,0,95.0,3,0,1
Seraing,HOUSE,329000.0,3.0,110.0,0,1,1,600.0,3,0,0
Haccourt,VILLA,325000.0,3.0,175.0,0,1,1,783.0,4,0,0
Seraing,HOUSE,179000.0,5.0,155.0,0,1,0,291.0,2,0,1
Arlon,VILLA,925000.0,5.0,315.0,1,1,0,2365.0,4,0,0
Gent,HOUSE,415000.0,3.0,160.0,0,1,0,82.0,2,0,0
Kuurne,VILLA,650000.0,4.0,300.0,1,1,1,1060.0,4,0,0
Angleur,HOUSE,249000.0,4.0,165.0,0,1,1,170.0,2,0,0
Seraing,HOUSE,120000.0,2.0,93.0,0,0,0,210.0,2,0,1
Waterloo,HOUSE,480000.0,4.0,154.0,0,1,1,824.0,3,0,0
Lochristi,VILLA,585000.0,3.0,244.0,1,1,0,1073.0,4,0,1
Geraardsbergen,HOUSE,189000.0,4.0,220.0,0,1,1,406.0,2,0,0
Tremelo,HOUSE,379000.0,2.0,114.0,1,1,1,600.0,4,0,0
Wevelgem,HOUSE,355000.0,3.0,158.0,0,1,1,279.0,3,0,0
Sint-Lievens-Houtem,HOUSE,239000.0,2.0,112.0,0,1,1,310.0,2,0,0
Antwerpen,MANSION,423000.0,4.0,190.0,0,1,1,151.0,2,0,0
Oreye,VILLA,290000.0,4.0,180.0,0,1,1,710.0,3,0,0
Antwerpen,HOUSE,459000.0,3.0,180.0,0,1,1,400.0,2,1,0
Sint-Katherina-Lombeek,HOUSE,425000.0,2.0,255.0,0,0,1,651.0,4,0,1
Wetteren,HOUSE,379000.0,3.0,164.0,0,0,0,594.0,4,0,0
Hulshout,HOUSE,599000.0,6.0,303.0,0,1,1,973.0,4,0,0
Mechelen,MANSION,420000.0,3.0,150.0,0,1,0,93.0,2,0,0
Antwerpen,HOUSE,359000.0,3.0,140.0,0,0,1,185.0,2,0,0
Arlon,HOUSE,925000.0,5.0,315.0,1,1,0,2365.0,4,0,0
Watermael-Boitsfort,HOUSE,495000.0,3.0,174.0,0,1,1,124.0,2,0,1
Ninove,HOUSE,345000.0,3.0,186.0,0,1,0,126.0,2,0,0
Tubize,HOUSE,195000.0,3.0,140.0,1,1,1,845.0,2,0,1
WASMES,HOUSE,99900.0,2.0,88.0,0,0,0,114.0,2,0,0
Villers-le-Bouillet,MIXED_USE_BUILDING,385000.0,3.0,240.0,0,1,1,900.0,4,0,0
Roeselare,VILLA,349000.0,3.0,171.0,1,1,1,561.0,4,0,0
Houthalen-Helchteren,HOUSE,465000.0,5.0,309.0,0,1,1,708.0,3,0,0
Oupeye Haccourt,HOUSE,329500.0,2.0,156.0,0,1,1,367.0,4,0,0
Jemeppe-sur-Sambre,HOUSE,199900.0,2.0,191.0,0,1,0,1100.0,2,0,1
Jemeppe-sur-Sambre,HOUSE,165000.0,2.0,131.0,0,0,0,1170.0,3,0,1
Oudenaarde,HOUSE,325000.0,5.0,400.0,0,1,1,535.0,2,0,1
Sambreville,HOUSE,169000.0,3.0,120.0,0,1,0,309.0,2,0,0
Diest,MANSION,300000.0,4.0,185.0,0,1,0,140.0,2,0,0
Blanden,HOUSE,395000.0,2.0,222.0,0,0,1,797.0,3,0,0
Schaerbeek,HOUSE,399000.0,6.0,246.0,0,0,1,85.0,2,0,1
Mechelen,HOUSE,337000.0,3.0,198.0,1,0,0,198.0,3,0,0
Ronse,HOUSE,335000.0,4.0,190.0,0,1,1,336.0,2,0,0
Geraardsbergen,MANSION,312500.0,4.0,222.0,0,0,1,180.0,2,0,1
Esneux Tilff,HOUSE,184500.0,3.0,160.0,0,1,0,185.0,2,0,1
Seraing,HOUSE,285000.0,3.0,160.0,0,1,1,215.0,3,0,0
Stavelot,VILLA,399500.0,4.0,286.0,0,1,1,1150.0,4,0,0
Herstal,HOUSE,149500.0,3.0,125.0,0,0,1,155.0,2,0,1
Nijlen,HOUSE,255000.0,2.0,134.0,0,0,1,257.0,2,0,0
Turnhout,HOUSE,269000.0,3.0,135.0,0,0,1,130.0,2,0,0
Denée,HOUSE,296500.0,4.0,171.0,0,1,1,1602.0,3,0,0
Denée,HOUSE,306500.0,4.0,171.0,0,1,1,1602.0,3,0,0
Braine-le-Chateau,HOUSE,429000.0,3.0,160.0,0,0,1,1650.0,3,0,0
Mechelen,HOUSE,327500.0,2.0,121.0,0,0,1,80.0,2,0,0
Gits,VILLA,585000.0,5.0,260.0,0,0,1,1108.0,4,0,0
Ronse,HOUSE,220000.0,2.0,120.0,0,1,1,170.0,2,0,1
Ronse,HOUSE,215000.0,3.0,125.0,0,0,1,105.0,4,0,1
Oudenaarde,HOUSE,279000.0,3.0,208.0,0,0,1,145.0,3,0,1
Bellegem,VILLA,455000.0,3.0,185.0,0,0,0,504.0,4,0,0
Gembloux,HOUSE,365000.0,4.0,140.0,0,1,1,470.0,4,0,1
Oud-Turnhout,HOUSE,244500.0,3.0,163.0,0,0,1,263.0,3,0,0
Ieper,HOUSE,250000.0,4.0,150.0,0,1,0,180.0,2,0,1
Antwerpen,HOUSE,297000.0,2.0,114.0,0,0,0,190.0,3,0,0
Drogenbos,HOUSE,415000.0,3.0,130.0,0,1,1,220.0,2,0,0
SINT-ELOOIS-VIJVE,VILLA,365000.0,3.0,200.0,0,1,1,752.0,4,0,0
Deerlijk,HOUSE,300000.0,3.0,160.0,0,1,0,248.0,3,0,0
SINT-ELOOIS-VIJVE,HOUSE,365000.0,3.0,200.0,0,1,1,752.0,4,0,0
Tubize,HOUSE,365000.0,6.0,238.0,0,1,1,220.0,2,0,0
Braine-l'Alleud,VILLA,885000.0,4.0,373.0,0,1,0,1331.0,4,0,0
Kruibeke Bazel,HOUSE,349000.0,3.0,145.0,0,1,1,293.0,2,0,0
Hoboken,HOUSE,239000.0,2.0,90.0,0,0,0,48.0,2,0,0
Zele,HOUSE,345000.0,3.0,184.0,0,0,0,119.0,2,0,1
KNOKKE,VILLA,525000.0,3.0,130.0,0,1,0,359.0,4,0,1
Oplinter,HOUSE,438000.0,3.0,371.0,0,1,1,2220.0,4,0,0
Courcelles,HOUSE,260000.0,3.0,111.0,0,0,1,700.0,3,0,0
Berloz,HOUSE,180000.0,2.0,145.0,0,1,1,1786.0,3,0,1
Fléron,VILLA,445000.0,7.0,320.0,0,1,1,901.0,4,0,0
Ekeren,HOUSE,459000.0,4.0,231.0,0,1,1,272.0,2,0,0
Hemiksem,HOUSE,329000.0,3.0,114.0,0,1,1,226.0,3,0,0
Donceel,HOUSE,352000.0,3.0,165.0,0,1,0,1266.0,4,0,0
Blankenberge,HOUSE,325000.0,3.0,134.0,0,1,0,110.0,2,0,0
Couvin,HOUSE,325000.0,7.0,258.0,0,0,0,232.0,3,0,0
NISMES,HOUSE,129000.0,2.0,80.0,0,0,1,394.0,2,0,0
Dessel,HOUSE,349000.0,2.0,154.0,0,0,0,425.0,4,0,0
Lede,MIXED_USE_BUILDING,329000.0,1.0,145.0,0,1,0,100.0,2,0,0
Bruxelles,MANSION,985000.0,7.0,262.0,0,1,1,111.0,2,0,0
Lasne,HOUSE,400000.0,2.0,140.0,0,1,0,400.0,2,0,1
Sint-Pieters-Leeuw,HOUSE,519000.0,3.0,228.0,0,1,0,380.0,3,0,0
De Haan,HOUSE,360000.0,3.0,140.0,0,0,1,755.0,4,0,0
Brasschaat,HOUSE,307000.0,2.0,100.0,0,0,1,309.0,3,0,0
Brugge,HOUSE,320000.0,3.0,138.0,0,1,1,193.0,2,0,0
Woesten,HOUSE,435000.0,3.0,282.0,0,1,0,1146.0,4,0,0
Woesten,HOUSE,435000.0,3.0,282.0,0,1,0,1146.0,4,0,0
CAMBRON-SAINT-VINCENT,VILLA,545000.0,5.0,217.0,0,1,0,1700.0,4,0,0
SILLY,VILLA,545000.0,5.0,217.0,0,1,0,1700.0,4,0,0
BRUGELETTE,VILLA,545000.0,5.0,217.0,0,1,0,1700.0,4,0,0
SOIGNIES,VILLA,545000.0,5.0,217.0,0,1,0,1700.0,4,0,0
Châtelet,HOUSE,200000.0,2.0,100.0,0,1,1,328.0,2,0,0
VARSENARE,HOUSE,675000.0,5.0,222.0,1,1,1,1500.0,4,0,1
Gistel,HOUSE,275000.0,3.0,169.0,0,1,0,318.0,3,0,1
Ieper,HOUSE,345000.0,3.0,170.0,0,1,0,143.0,2,0,0
Izegem,HOUSE,345000.0,4.0,177.0,0,1,1,411.0,3,0,0
Comines,HOUSE,167000.0,5.0,210.0,0,0,0,125.0,2,0,0
Bellegem,HOUSE,299000.0,2.0,113.0,0,1,0,456.0,4,0,0
Marcinelle,HOUSE,118000.0,2.0,100.0,0,1,1,150.0,2,0,1
Yvoir,HOUSE,230000.0,3.0,232.0,0,1,0,520.0,3,0,1
Bree,HOUSE,295000.0,0.0,10.0,0,0,1,10.0,4,0,1
Tournai,HOUSE,75000.0,2.0,750.0,0,0,1,750.0,3,0,1
Antwerpen 6,HOUSE,229000.0,2.0,60.0,0,0,0,40.0,2,0,0
Verviers,VILLA,270000.0,3.0,90.0,0,1,1,930.0,4,0,0
Anderlecht,HOUSE,379000.0,3.0,150.0,0,1,1,160.0,2,0,0
Vosselaar,HOUSE,389000.0,4.0,199.0,0,1,0,250.0,3,0,0
Lille,HOUSE,249000.0,2.0,106.0,0,0,0,972.0,4,0,0
Zwijnaarde,HOUSE,349000.0,3.0,130.0,0,0,1,246.0,2,0,0
Heusy,VILLA,399000.0,4.0,174.0,0,1,1,1016.0,4,0,0
Lodelinsart,HOUSE,124999.0,2.0,134.0,0,1,1,275.0,3,0,1
Marchienne-au-Pont,HOUSE,159999.0,4.0,110.0,0,1,1,300.0,2,0,0
Quaregnon,HOUSE,190000.0,2.0,100.0,0,1,0,730.0,3,0,0
Kalmthout,HOUSE,325000.0,4.0,150.0,0,0,0,920.0,4,0,1
Boussu Hornu,HOUSE,130000.0,2.0,108.0,0,1,0,103.0,2,0,0
Ixelles,HOUSE,1300000.0,5.0,330.0,0,1,1,140.0,2,0,0
Malmedy,HOUSE,390000.0,4.0,299.0,0,1,0,934.0,4,0,1
Paliseul Opont,HOUSE,460000.0,6.0,350.0,0,1,1,684.0,4,0,0
Rochefort Jemelle,HOUSE,229500.0,5.0,190.0,0,1,0,467.0,3,0,0
Londerzeel,MANSION,440000.0,4.0,298.0,0,1,0,370.0,2,0,0
Mouscron,HOUSE,125000.0,2.0,112.0,0,1,1,111.0,2,0,1
