Location,Property subtype,Price,Number of bedrooms,Living area,Open fireplace,Terrace,Garden,Surface area land,Number of facades,Pool,Condition
Herseaux,HOUSE,409000.0,4.0,250.0,0,1,0,692.0,4,1,0
Chastre,HOUSE,399000.0,3.0,140.0,0,1,1,1065.0,4,0,1
Charleroi-Marchienne-au-Pont,MANSION,139000.0,3.0,115.0,0,1,1,180.0,2,0,1
Scherpenheuvel-Zichem,VILLA,579500.0,4.0,341.0,0,1,0,1523.0,4,0,0
Willebroek,MIXED_USE_BUILDING,249000.0,2.0,192.0,0,1,0,125.0,2,0,0
Jumet,MANSION,169000.0,3.0,200.0,0,0,1,310.0,3,0,0
Merksem,HOUSE,175000.0,2.0,65.0,0,0,1,72.0,2,0,1
Affligem,HOUSE,339000.0,3.0,191.0,0,1,1,871.0,2,0,0
Kalken,HOUSE,314000.0,3.0,160.0,0,1,0,513.0,3,0,0
Aartselaar,VILLA,948000.0,4.0,400.0,0,1,0,880.0,4,1,0
Antwerp,HOUSE,400000.0,5.0,195.0,0,1,0,60.0,2,0,1
Woluwe-Saint-Lambert,HOUSE,799000.0,4.0,254.0,0,0,1,116.0,2,0,0
Saive,VILLA,325000.0,4.0,180.0,0,1,0,600.0,4,0,0
Chênée,HOUSE,125000.0,3.0,140.0,0,1,0,150.0,2,0,1
Liège (limite Vottem),HOUSE,259000.0,2.0,120.0,0,1,0,219.0,2,0,0
Charleroi,MIXED_USE_BUILDING,180000.0,3.0,185.0,0,0,0,129.0,2,0,1
Seraing,HOUSE,139000.0,2.0,86.0,0,1,1,181.0,2,0,1
OUGREE,HOUSE,235000.0,3.0,102.0,0,0,1,246.0,2,0,0
Verviers,HOUSE,89500.0,4.0,140.0,0,0,0,50.0,2,0,1
Nessonvaux - Trooz,HOUSE,159000.0,4.0,138.0,0,1,1,1740.0,3,0,1
Lasne,VILLA,890000.0,3.0,185.0,0,1,1,1900.0,4,0,0
Jemeppe-sur-Sambre,FARMHOUSE,290000.0,3.0,150.0,0,0,0,752.0,4,0,0
Knokke-Heist,VILLA,1690000.0,5.0,246.0,0,1,1,314.0,3,0,0
Ravels Poppel,HOUSE,714000.0,5.0,308.0,0,1,0,1119.0,4,0,1
Kapellen,HOUSE,389000.0,3.0,260.0,0,1,0,101.0,2,0,0
Kapellen,HOUSE,439000.0,4.0,233.0,0,1,0,363.0,2,0,0
Dilbeek,HOUSE,315000.0,4.0,210.0,0,1,1,119.0,2,0,0
Deurne,MIXED_USE_BUILDING,295000.0,3.0,395.0,0,0,0,300.0,2,0,1
Beersel Dworp,HOUSE,549000.0,3.0,260.0,0,1,0,1173.0,3,0,0
Lokeren,HOUSE,310000.0,3.0,240.0,0,0,0,623.0,4,0,1
Turnhout,MANSION,385000.0,4.0,250.0,1,1,1,214.0,2,0,0
Tessenderlo,HOUSE,250000.0,3.0,180.0,0,0,0,2225.0,4,0,1
Nieuwrode,HOUSE,410000.0,4.0,215.0,0,0,0,2050.0,4,0,1
Sint-Joris-Winge,HOUSE,315000.0,4.0,148.0,0,0,0,397.0,2,0,1
Bree,HOUSE,239000.0,3.0,140.0,0,0,0,508.0,4,0,0
Huy,HOUSE,285000.0,4.0,150.0,0,1,0,280.0,2,0,1
Staden,FARMHOUSE,280000.0,3.0,150.0,0,0,1,1930.0,4,0,1
Ottenburg,HOUSE,298000.0,2.0,85.0,0,1,0,311.0,4,0,1
Asse,VILLA,575000.0,3.0,255.0,0,0,0,454.0,4,0,0
Alken,HOUSE,420000.0,3.0,225.0,0,1,1,420.0,3,1,0
Assebroek,HOUSE,379000.0,3.0,160.0,1,0,1,491.0,3,0,0
Lanaken,FARMHOUSE,399000.0,5.0,212.0,0,0,1,4884.0,4,0,1
Glabbeek,HOUSE,195000.0,3.0,195.0,0,0,1,982.0,3,0,1
Zonhoven,HOUSE,275000.0,3.0,156.0,0,1,0,824.0,3,0,1
Uccle,HOUSE,695000.0,4.0,224.0,0,1,0,177.0,2,0,1
Charleroi Gosselies,HOUSE,170000.0,4.0,180.0,0,0,1,375.0,2,0,0
Anzegem,HOUSE,189500.0,3.0,120.0,0,0,0,234.0,2,0,1
Deerlijk,HOUSE,295000.0,3.0,114.0,0,1,1,373.0,3,0,0
Deinze,HOUSE,419000.0,3.0,148.0,0,0,1,220.0,2,0,0
Deurle,HOUSE,585000.0,2.0,161.0,0,1,1,645.0,3,0,0
Ninove,HOUSE,355000.0,3.0,230.0,0,1,0,182.0,2,0,0
Kaprijke,HOUSE,361718.0,3.0,202.0,0,0,1,421.0,3,0,0
Waterloo,HOUSE,650000.0,3.0,150.0,0,0,0,1129.0,4,0,0
Willebroek,MANSION,435000.0,3.0,215.0,0,0,1,249.0,2,0,0
Bouillon,VILLA,1000000.0,4.0,278.0,0,0,0,3617.0,4,0,0
Menen,HOUSE,145000.0,2.0,130.0,0,0,0,85.0,2,0,0
Tremelo,VILLA,475000.0,3.0,234.0,0,0,0,1717.0,4,0,1
Kortrijk,MIXED_USE_BUILDING,350000.0,8.0,210.0,0,0,1,140.0,2,0,0
Zelzate,HOUSE,220000.0,3.0,106.0,0,1,0,74.0,2,0,0
Kontich,VILLA,685000.0,3.0,247.0,0,1,1,1617.0,4,0,0
Brakel,VILLA,389000.0,4.0,181.0,0,1,0,909.0,4,0,0
Merbes-le-Château,HOUSE,310000.0,3.0,152.0,0,1,1,1132.0,4,0,0
Halle,HOUSE,365000.0,4.0,179.0,0,0,0,130.0,2,0,1
Roeselare,HOUSE,369000.0,3.0,152.0,0,0,1,500.0,3,0,0
Ardooie,HOUSE,262000.0,3.0,167.0,0,1,1,267.0,2,0,0
Nandrin,HOUSE,415000.0,3.0,203.0,0,1,0,835.0,3,0,1
Nandrin,HOUSE,364000.0,3.0,205.0,0,1,0,1090.0,4,0,1
Gent,HOUSE,345000.0,3.0,171.0,0,1,0,109.0,2,0,0
Zwevegem,HOUSE,229000.0,3.0,138.0,0,1,1,236.0,2,0,0
Lokeren,HOUSE,310000.0,3.0,150.0,0,0,0,248.0,2,0,0
Sluis,HOUSE,355000.0,3.0,129.0,0,0,0,148.0,2,0,1
Gent,MANSION,1770000.0,5.0,593.0,0,0,1,189.0,2,0,0
Assenede,HOUSE,439000.0,5.0,205.0,0,0,0,623.0,4,0,0
Koksijde,HOUSE,275000.0,0.0,246.0,0,1,1,300.0,2,0,1
Middelkerke,HOUSE,290000.0,3.0,249.0,0,0,1,497.0,2,0,1
Torhout,MANSION,299000.0,4.0,121.0,0,0,0,80.0,2,0,0
Zedelgem,HOUSE,349000.0,2.0,208.0,0,0,0,650.0,4,0,0
Heers,HOUSE,325000.0,3.0,166.0,0,1,1,450.0,3,0,1
Retie,HOUSE,925000.0,4.0,399.0,0,0,1,970.0,4,1,0
Mons,MANSION,975000.0,5.0,600.0,0,0,0,1447.0,4,1,0
Bertrix,HOUSE,750000.0,4.0,270.0,0,1,0,3000.0,3,0,0
Stekene,HOUSE,349000.0,2.0,124.0,0,1,0,697.0,4,0,0
Gilly,HOUSE,159000.0,2.0,92.0,0,0,1,184.0,3,0,0
Lier,HOUSE,295000.0,4.0,115.0,0,0,1,99.0,2,0,1
PRESLES,VILLA,409000.0,4.0,220.0,0,0,0,869.0,4,0,1
CHÂTELINEAU,HOUSE,189000.0,3.0,130.0,0,1,0,407.0,3,0,1
PIRONCHAMPS,HOUSE,189000.0,3.0,130.0,0,1,0,407.0,3,0,1
ISIÈRES,MANSION,499000.0,4.0,243.0,0,1,0,2987.0,4,0,0
BROECHEM,HOUSE,411000.0,3.0,180.0,0,1,0,306.0,3,0,1
Héron,HOUSE,575000.0,4.0,530.0,1,0,1,2665.0,4,0,0
Charleroi Lodelinsart,HOUSE,249999.0,4.0,275.0,0,1,0,500.0,2,0,0
Dinant,HOUSE,100000.0,4.0,249.0,0,0,0,100.0,2,0,1
Aalst,HOUSE,298000.0,5.0,212.0,1,1,0,170.0,2,0,0
Chaumont-Gistoux,HOUSE,235000.0,1.0,70.0,0,0,1,104.0,3,0,0
Zele,HOUSE,290000.0,3.0,195.0,0,1,0,252.0,3,0,1
Koksijde,VILLA,695000.0,4.0,592.0,0,0,1,592.0,4,0,0
Jodoigne,HOUSE,325000.0,4.0,160.0,0,1,0,236.0,2,0,0
Villers-deux-©glises,HOUSE,150000.0,1.0,155.0,0,0,1,180.0,3,0,1
Tournai,HOUSE,289000.0,3.0,187.0,0,1,0,988.0,4,0,0
Overijse,HOUSE,345000.0,3.0,110.0,0,0,1,570.0,3,0,1
Wavre,HOUSE,535000.0,3.0,142.0,0,1,1,1187.0,4,0,0
Lasne,VILLA,1680000.0,4.0,500.0,0,1,1,2400.0,4,0,0
Uccle,VILLA,5500000.0,6.0,1173.0,0,1,0,5705.0,4,0,0
Wellin,HOUSE,190000.0,3.0,120.0,0,1,1,520.0,4,0,1
Waremme,HOUSE,257000.0,3.0,159.0,0,1,0,157.0,2,0,0
LA LOUVIÈRE,HOUSE,259900.0,3.0,208.0,0,0,0,113.0,2,0,1
Couillet,HOUSE,115000.0,3.0,70.0,0,0,1,160.0,2,0,1
Beyne-Heusay,HOUSE,255000.0,3.0,140.0,0,1,1,1524.0,4,0,1
Vierves-sur-Viroin,HOUSE,55000.0,2.0,33.0,0,1,0,200.0,4,0,1
Genappe,VILLA,635000.0,5.0,275.0,0,1,1,3370.0,4,0,0
Mellet,HOUSE,155000.0,2.0,110.0,0,0,1,150.0,2,0,0
Huy,MIXED_USE_BUILDING,179000.0,5.0,220.0,0,0,0,116.0,2,0,1
Anthisnes,MIXED_USE_BUILDING,225000.0,3.0,93.0,0,1,0,368.0,2,0,0
Herve,VILLA,395000.0,4.0,166.0,0,1,1,1562.0,4,1,0
Molenbeek-St-Jean,HOUSE,319000.0,5.0,199.0,0,0,0,75.0,2,0,1
Liège,MIXED_USE_BUILDING,1190000.0,8.0,730.0,1,1,1,540.0,2,0,0
Liège,MANSION,1190000.0,6.0,730.0,1,1,1,540.0,2,0,0
Anderlues,HOUSE,130000.0,2.0,146.0,0,0,0,347.0,3,0,1
Brasschaat,HOUSE,410000.0,3.0,200.0,0,0,1,525.0,3,0,0
Antwerpen,HOUSE,340000.0,3.0,85.0,0,0,1,270.0,2,0,1
Izegem,HOUSE,265000.0,4.0,260.0,1,1,1,500.0,3,0,1
Ruddervoorde,HOUSE,285000.0,3.0,138.0,0,1,0,1344.0,4,0,1
Flavion,VILLA,295000.0,4.0,190.0,0,1,1,1458.0,4,0,0
Herentals,HOUSE,239000.0,2.0,84.0,1,0,0,60.0,2,0,0
Herentals,HOUSE,395000.0,4.0,241.0,0,1,1,1559.0,4,0,0
Woluwe-Saint-Lambert,HOUSE,830000.0,4.0,180.0,0,1,1,133.0,2,0,0
Brugge,MANSION,1975000.0,1.0,304.0,0,1,0,190.0,2,0,0
Clermont,HOUSE,152000.0,3.0,113.0,0,1,0,286.0,3,0,1
PATURAGES,HOUSE,140000.0,2.0,150.0,0,0,0,235.0,2,0,0
Montegnée,HOUSE,229900.0,2.0,133.0,0,1,1,424.0,3,0,0
Putte,VILLA,549000.0,5.0,275.0,0,1,1,2000.0,4,0,1
GENLY,HOUSE,155000.0,2.0,131.0,0,0,0,357.0,2,0,1
Hornu,HOUSE,100000.0,3.0,109.0,0,0,0,260.0,2,0,1
Lede,HOUSE,299000.0,3.0,165.0,0,1,1,356.0,3,0,0
Geel,HOUSE,249000.0,3.0,173.0,0,1,1,540.0,2,0,0
Libramont-Chevigny,HOUSE,349000.0,4.0,180.0,0,0,0,1489.0,4,0,1
TIELEN,HOUSE,399000.0,4.0,261.0,0,0,1,352.0,3,0,0
Arendonk,FARMHOUSE,469000.0,2.0,457.0,1,0,1,825.0,4,0,0
Floreffe,HOUSE,365000.0,4.0,170.0,0,1,0,700.0,4,0,1
Anderlecht,HOUSE,399000.0,4.0,180.0,0,1,0,75.0,2,0,0
OOSTVLETEREN,HOUSE,215000.0,2.0,125.0,0,0,1,755.0,3,0,0
Ittre,HOUSE,450000.0,5.0,200.0,0,1,1,300.0,3,0,0
Sars-la-Buissiere,HOUSE,479000.0,4.0,166.0,0,1,1,3990.0,4,0,1
Wanze,HOUSE,289000.0,5.0,175.0,0,1,1,840.0,4,0,0
Boom,HOUSE,380000.0,4.0,140.0,0,1,1,150.0,2,0,0
Mortsel,HOUSE,350000.0,4.0,163.0,0,0,1,91.0,3,0,0
Boom,HOUSE,439000.0,4.0,217.0,0,1,0,169.0,2,0,0
Mouscron,HOUSE,159000.0,4.0,130.0,0,1,1,167.0,2,0,1
AUVELAIS,HOUSE,159000.0,2.0,110.0,0,0,1,357.0,2,0,1
Antwerpen,HOUSE,435000.0,3.0,200.0,1,1,1,200.0,2,0,1
BETEKOM,HOUSE,345000.0,3.0,340.0,0,1,1,760.0,4,0,1
Wolfsdonk (Aarschot),HOUSE,269000.0,3.0,185.0,0,0,0,811.0,4,0,1
Anderlecht,MIXED_USE_BUILDING,1100000.0,2.0,530.0,0,0,0,530.0,2,0,0
Ternat,HOUSE,599000.0,3.0,235.0,0,1,1,209.0,2,0,0
Oudenaarde,VILLA,375000.0,3.0,248.0,0,1,0,1138.0,4,0,1
Everberg,VILLA,850000.0,5.0,434.0,1,0,1,1409.0,4,0,0
Ans,HOUSE,249000.0,3.0,148.0,0,1,1,156.0,2,0,0
Attert,HOUSE,425000.0,4.0,208.0,0,1,1,277.0,3,0,0
Mettet,HOUSE,189000.0,3.0,162.0,0,1,0,110.0,2,0,1
Liege,MIXED_USE_BUILDING,299000.0,5.0,150.0,0,1,0,160.0,2,0,1
Sint-Kruis,HOUSE,274000.0,2.0,137.0,0,1,0,158.0,4,0,0
PUURS,HOUSE,279000.0,3.0,139.0,0,1,1,145.0,2,0,1
Turnhout,HOUSE,225000.0,2.0,125.0,0,1,1,115.0,2,0,1
Neupré,HOUSE,249000.0,3.0,185.0,0,0,0,535.0,3,0,0
THISNES,HOUSE,105000.0,2.0,110.0,0,0,1,450.0,2,0,1
Brakel,HOUSE,337610.0,3.0,166.0,0,0,0,456.0,3,0,1
Brakel,HOUSE,375600.0,3.0,207.0,0,0,0,580.0,3,0,1
Wielsbeke,HOUSE,550153.0,3.0,203.0,0,0,0,800.0,4,0,1
ELEWIJT,VILLA,598000.0,5.0,242.0,0,1,1,874.0,3,0,0
Heers,HOUSE,410000.0,4.0,297.0,0,0,0,940.0,4,0,0
Charleroi Ransart,HOUSE,135000.0,2.0,120.0,0,0,1,280.0,2,0,1
Antwerpen,HOUSE,265000.0,3.0,130.0,0,0,1,107.0,2,0,1
Bièvre,HOUSE,160000.0,1.0,50.0,0,1,1,1600.0,4,0,0
Laeken,HOUSE,479000.0,3.0,200.0,0,1,1,100.0,2,0,0
Ghlin,VILLA,215000.0,2.0,135.0,0,1,0,512.0,4,0,0
Fleurus Wanfercée-Baulet,HOUSE,70000.0,2.0,104.0,0,1,0,390.0,2,0,1
Hamme,HOUSE,219950.0,3.0,174.0,0,0,0,88.0,2,0,0
Jodoigne,HOUSE,265000.0,2.0,95.0,0,0,0,695.0,4,0,1
Heist-aan-Zee,HOUSE,389000.0,4.0,175.0,0,1,1,80.0,2,0,1
Heist-aan-Zee,HOUSE,325000.0,2.0,160.0,0,0,0,125.0,2,0,1
Lokeren,HOUSE,395000.0,5.0,206.0,0,0,0,75.0,2,0,1
Oostakker,VILLA,350000.0,3.0,144.0,0,0,1,443.0,3,0,0
Schepdaal,HOUSE,440000.0,4.0,228.0,0,1,0,513.0,4,0,0
Kortessem,HOUSE,365000.0,3.0,162.0,0,0,1,1101.0,4,0,0
Oudsbergen,HOUSE,245000.0,4.0,132.0,0,0,0,778.0,4,0,0
Cuesmes,HOUSE,85000.0,2.0,169.0,0,1,0,310.0,2,0,1
Oostakker,VILLA,350000.0,3.0,144.0,0,0,1,443.0,3,0,0
Schepdaal,HOUSE,440000.0,4.0,228.0,0,1,0,513.0,4,0,0
Kortessem,HOUSE,365000.0,3.0,162.0,0,0,1,1101.0,4,0,0
Oudsbergen,HOUSE,245000.0,4.0,132.0,0,0,0,778.0,4,0,0
Cuesmes,HOUSE,85000.0,2.0,169.0,0,1,0,310.0,2,0,1
Heusden-Zolder,HOUSE,380000.0,4.0,293.0,0,1,1,2354.0,4,0,0
Harelbeke,HOUSE,385000.0,3.0,153.0,1,0,1,931.0,4,0,0
Menen,HOUSE,229000.0,4.0,186.0,0,0,1,220.0,2,0,0
Moen,HOUSE,315000.0,3.0,234.0,0,0,1,370.0,2,0,0
Lebbeke,HOUSE,265000.0,3.0,167.0,0,0,0,321.0,3,0,0
Hotton,HOUSE,85000.0,1.0,89.0,0,0,0,90.0,3,0,0
Musson,HOUSE,549000.0,5.0,200.0,0,0,0,5600.0,4,0,0
Beersel,HOUSE,620000.0,5.0,360.0,1,1,1,717.0,3,0,1
Ophoven,HOUSE,297500.0,3.0,222.0,0,0,0,972.0,2,0,1
Tienen,HOUSE,195000.0,2.0,91.0,0,1,1,169.0,3,0,0
Oedelem,HOUSE,435000.0,6.0,394.0,0,1,0,720.0,2,0,1
Zedelgem,HOUSE,449000.0,4.0,268.0,0,1,0,904.0,4,0,0
Middelkerke,HOUSE,220000.0,2.0,104.0,0,0,1,149.0,2,0,0
Ertvelde,HOUSE,230000.0,3.0,159.0,0,0,1,225.0,2,0,0
Waregem,HOUSE,353000.0,3.0,147.0,0,1,1,322.0,3,0,1
Jabbeke,HOUSE,260000.0,4.0,136.0,0,0,1,242.0,3,0,0
Charleroi,MIXED_USE_BUILDING,270000.0,2.0,125.0,0,0,1,336.0,3,0,0
Dessel,VILLA,569000.0,5.0,400.0,0,0,1,1452.0,4,1,0
Mol,VILLA,515000.0,5.0,364.0,0,0,1,903.0,4,0,0
Westmalle,VILLA,1089000.0,4.0,559.0,1,0,1,3079.0,4,0,0
Zoersel,VILLA,639000.0,3.0,242.0,1,0,1,2380.0,4,0,0
Ougrée,HOUSE,139000.0,2.0,90.0,0,1,1,200.0,2,0,1
Meise,HOUSE,360000.0,3.0,123.0,0,1,0,349.0,3,0,0
Grez-Doiceau,HOUSE,475000.0,3.0,160.0,1,0,1,1576.0,4,0,1
Tournai,HOUSE,150000.0,3.0,152.0,0,1,0,229.0,2,0,0
Marchin,HOUSE,359500.0,3.0,175.0,0,1,1,1498.0,4,0,0
Alken,HOUSE,275000.0,0.0,1017.0,0,1,1,1017.0,4,0,1
Dergneau,HOUSE,324000.0,3.0,186.0,0,1,0,1076.0,4,0,0
Beersel,HOUSE,385000.0,2.0,124.0,0,1,1,390.0,3,0,1
Dendermonde,HOUSE,329000.0,2.0,140.0,0,1,1,356.0,2,0,0
Menen,HOUSE,135000.0,4.0,95.0,0,1,1,169.0,2,0,0
Engis,HOUSE,149000.0,2.0,80.0,0,0,1,949.0,4,0,1
Liège 1,HOUSE,240000.0,5.0,224.0,0,1,0,168.0,2,0,1
Charleroi,HOUSE,150000.0,4.0,175.0,0,0,0,1210.0,2,0,1
MOORSELE,HOUSE,229000.0,3.0,185.0,0,1,1,240.0,2,0,0
Leernes,HOUSE,165000.0,2.0,110.0,0,0,0,211.0,2,0,0
Wilrijk,HOUSE,330000.0,2.0,96.0,0,1,1,208.0,2,0,1
Péruwelz,HOUSE,195000.0,2.0,105.0,0,1,0,605.0,4,0,1
Gent,MANSION,365000.0,4.0,219.0,1,1,0,68.0,2,0,0
Bertrix,HOUSE,210000.0,4.0,137.0,0,0,0,6130.0,2,0,1
Eeklo,HOUSE,175000.0,2.0,75.0,0,1,0,50.0,2,0,0
Hoboken,HOUSE,340000.0,3.0,120.0,0,1,1,450.0,3,0,0
Lembeek,HOUSE,399000.0,3.0,129.0,0,1,1,129.0,3,0,0
GRÂCE-BERLEUR,HOUSE,275000.0,3.0,180.0,0,1,1,435.0,2,1,0
Zaventem,HOUSE,425000.0,3.0,170.0,0,1,0,690.0,4,0,0
Bastogne,VILLA,445000.0,5.0,226.0,0,1,0,1323.0,4,0,0
Blegny,HOUSE,179000.0,2.0,65.0,0,0,0,176.0,3,0,0
Geraardsbergen,FARMHOUSE,449900.0,6.0,400.0,0,0,0,1730.0,3,0,0
Chaudfontaine Beaufays,HOUSE,710000.0,5.0,289.0,0,1,1,1900.0,4,0,0
ChÃtelet ChÃtelineau,HOUSE,99500.0,2.0,100.0,0,1,0,120.0,3,0,1
Zaventem Sterrebeek,HOUSE,495000.0,3.0,178.0,0,1,1,558.0,2,0,0
Anderlues,HOUSE,225000.0,2.0,145.0,0,0,1,1750.0,4,0,0
BONNEVILLE,HOUSE,165000.0,3.0,125.0,0,1,1,236.0,3,0,1
BONNEVILLE,HOUSE,165000.0,3.0,125.0,0,1,1,236.0,3,0,1
HERMALLE-SOUS-HUY,HOUSE,165000.0,2.0,95.0,0,1,1,550.0,4,0,0
Halle,HOUSE,378000.0,3.0,178.0,0,1,1,314.0,2,0,0
Gent,HOUSE,250000.0,2.0,86.0,0,1,0,36.0,2,0,0
Andenne,HOUSE,530000.0,8.0,515.0,0,0,0,4434.0,4,0,1
PETIT-ENGHIEN,HOUSE,260000.0,3.0,120.0,0,1,0,327.0,3,0,0
Bekkevoort,HOUSE,279000.0,3.0,185.0,0,0,1,684.0,4,0,1
Liège,MIXED_USE_BUILDING,140000.0,2.0,178.0,0,0,1,218.0,2,0,1
Waterloo,VILLA,695000.0,4.0,205.0,1,1,1,881.0,4,0,0
Tielt,HOUSE,99000.0,2.0,101.0,0,0,0,88.0,3,0,1
Ixelles,HOUSE,680000.0,3.0,180.0,0,1,0,60.0,2,0,0
Namur,HOUSE,239000.0,4.0,165.0,0,1,1,800.0,2,0,1
Overijse,VILLA,545000.0,4.0,170.0,1,0,1,738.0,4,0,0
Verviers,HOUSE,240000.0,3.0,110.0,1,1,1,280.0,3,0,0
Landorp,VILLA,454000.0,3.0,177.0,0,0,0,525.0,4,0,0
Charleroi Gilly,HOUSE,149000.0,4.0,255.0,0,1,0,350.0,2,0,1
Gerpinnes,HOUSE,89000.0,1.0,62.0,0,0,0,38.0,2,0,1
Lier,HOUSE,225000.0,2.0,90.0,0,0,0,54.0,2,0,0
Oud-Turnhout,HOUSE,269000.0,3.0,163.0,0,1,1,405.0,3,0,1
Brugge,MIXED_USE_BUILDING,1795000.0,3.0,175.0,0,1,1,386.0,3,0,1
Willebroek,HOUSE,394400.0,3.0,182.0,0,0,0,300.0,3,0,0
Beveren,HOUSE,352200.0,3.0,145.0,0,1,0,170.0,3,0,1
Balen,HOUSE,269000.0,4.0,163.0,0,1,0,1318.0,4,0,1
Wetteren,HOUSE,209000.0,2.0,81.0,0,1,0,110.0,2,0,1
Berlare,VILLA,1150000.0,4.0,395.0,0,1,0,2270.0,4,0,0
Opzullik,HOUSE,230000.0,2.0,190.0,0,1,0,737.0,3,0,0
Malmedy,HOUSE,275000.0,3.0,248.0,0,1,1,2701.0,4,0,1
Jurbise Herchies,VILLA,430000.0,4.0,287.0,0,1,0,2062.0,4,0,0
Fleurus Wanfercée-Baulet,HOUSE,269000.0,3.0,140.0,0,1,0,1370.0,4,0,0
Charleroi Gosselies,MANSION,169000.0,4.0,235.0,0,1,1,180.0,2,0,1
Flémalle,HOUSE,219000.0,3.0,121.0,0,1,0,190.0,3,0,0
Liege,HOUSE,149000.0,2.0,77.0,0,0,1,196.0,3,0,0
Kapellen,VILLA,845000.0,3.0,190.0,0,1,0,6320.0,4,0,1
Schilde,HOUSE,1650000.0,4.0,458.0,0,1,0,2231.0,4,1,0
Woluwe-Saint-Pierre,HOUSE,1650000.0,4.0,315.0,0,1,1,1236.0,4,0,1
Grace-Hollogne,HOUSE,190000.0,2.0,200.0,0,1,1,510.0,4,0,1
Mons Jemappes,HOUSE,145000.0,3.0,151.0,0,1,1,166.0,2,0,0
Lasne,VILLA,800000.0,5.0,425.0,0,1,0,2000.0,4,0,0
Mouscron,HOUSE,169000.0,2.0,126.0,0,1,1,184.0,2,0,0
Mouscron,HOUSE,179000.0,2.0,146.0,0,1,1,115.0,2,0,0
Willebroek,HOUSE,169000.0,3.0,100.0,0,0,0,395.0,4,0,1
Anzegem,HOUSE,149000.0,3.0,145.0,0,1,0,276.0,4,0,1
Schilde,HOUSE,899000.0,4.0,375.0,0,1,0,2841.0,4,0,1
Arsimont,HOUSE,189000.0,2.0,85.0,0,1,1,264.0,3,0,1
Quaregnon,HOUSE,75000.0,2.0,75.0,0,1,1,130.0,3,0,1
Bernissart Pommeroeul,HOUSE,145000.0,3.0,155.0,0,1,1,190.0,2,0,1
Marcinelle,HOUSE,225000.0,2.0,200.0,0,1,1,160.0,3,0,0
Jemeppe-sur-Sambre,HOUSE,145000.0,2.0,120.0,0,1,1,786.0,3,0,1
©louges,HOUSE,160000.0,3.0,217.0,0,1,1,371.0,3,0,1
Herstal,HOUSE,259000.0,4.0,105.0,0,1,1,359.0,2,0,0
Herstal,HOUSE,265000.0,5.0,209.0,0,1,1,430.0,3,0,0
Liège,HOUSE,155000.0,4.0,113.0,0,1,0,55.0,2,0,1
Oosterzele,HOUSE,400561.0,3.0,186.0,0,1,1,282.0,3,0,0
Berchem-Sainte-Agathe,HOUSE,599000.0,5.0,239.0,0,1,1,579.0,3,0,0
Roosdaal,HOUSE,365000.0,5.0,150.0,0,1,0,269.0,3,0,0
Tienen,HOUSE,279000.0,3.0,172.0,0,1,1,655.0,3,0,0
Herent,HOUSE,355000.0,3.0,169.0,0,1,0,250.0,2,0,1
Aalst,HOUSE,330000.0,3.0,180.0,0,1,0,110.0,2,0,0
Aalst Moorsel,HOUSE,230000.0,3.0,184.0,0,1,0,253.0,2,0,0
Charleroi Dampremy,HOUSE,149000.0,5.0,150.0,0,1,1,320.0,3,0,0
Affligem Essene,HOUSE,339000.0,3.0,185.0,0,1,1,1050.0,3,0,1
Lokeren,HOUSE,287843.0,3.0,110.0,0,1,0,80.0,3,0,0
Lokeren,HOUSE,317721.0,4.0,134.0,0,1,0,91.0,3,0,0
ChÃtelet ChÃtelineau,HOUSE,115000.0,2.0,160.0,0,1,1,219.0,2,0,0
Mol,HOUSE,529500.0,4.0,307.0,1,1,1,1080.0,4,0,0
Viemme,HOUSE,170000.0,2.0,80.0,0,0,1,725.0,4,0,1
Saint-Georges-sur-Meuse,HOUSE,219000.0,3.0,115.0,0,1,1,1650.0,4,0,1
GIERLE,HOUSE,299000.0,4.0,333.0,0,0,1,330.0,3,0,1
Edegem,HOUSE,635000.0,4.0,190.0,0,1,1,425.0,3,0,1
Barvaux - Durbuy,HOUSE,379000.0,2.0,259.0,0,1,0,942.0,3,0,0
Lede,VILLA,429000.0,4.0,350.0,0,1,0,510.0,4,0,0
Berlare Uitbergen,HOUSE,489000.0,4.0,200.0,0,1,1,879.0,4,1,1
Lede,VILLA,449000.0,3.0,240.0,0,1,0,714.0,4,0,0
Nijlen,VILLA,745000.0,3.0,350.0,0,1,0,2523.0,4,0,0
Bornem,HOUSE,775000.0,3.0,160.0,0,1,0,5942.0,4,0,1
Willebroek Blaasveld,HOUSE,289000.0,3.0,167.0,0,1,0,316.0,2,0,1
Bornem,HOUSE,349000.0,3.0,164.0,0,1,0,372.0,2,0,1
Sint-Pieters-Leeuw,HOUSE,270000.0,2.0,104.0,0,1,0,65.0,2,0,0
Woluwe-Saint-Lambert,HOUSE,800000.0,5.0,336.0,0,1,1,284.0,3,0,1
Lierneux,HOUSE,350000.0,5.0,210.0,0,1,0,2200.0,4,1,0
Beerse,HOUSE,269000.0,4.0,195.0,0,0,0,450.0,3,0,1
Gooik,HOUSE,412521.0,3.0,137.0,0,1,0,181.0,2,0,0
Gooik,HOUSE,461679.0,3.0,145.0,0,1,0,263.0,3,0,0
Aalst,HOUSE,199000.0,2.0,123.0,0,1,0,287.0,3,0,1
Rijkevorsel,HOUSE,675000.0,4.0,425.0,0,1,0,1607.0,4,0,1
